student_id, age, gender, study_hours_per_day, social_media_hours, netflix_hours, part_time_job, attendance_percentage, sleep_hours, diet_quality, exercise_frequency, parental_education_level, internet_quality, mental_health_rating, extracurricular_participation
S1487, 20, Male, 5.0, 0.8, 2.0, No, 84.1, 6.7, Fair, 6, Bachelor, Average, 6, Yes
S1488, 17, Male, 5.3, 2.5, 2.7, Yes, 83.2, 5.8, Good, 3, Bachelor, Average, 6, Yes
S1489, 21, Female, 7.4, 3.6, 1.3, No, 91.6, 7.1, Good, 3, High School, Good, 6, Yes
S1490, 24, Female, 4.4, 1.4, 2.2, No, 94.6, 5.5, Good, 3, Master, Good, 2, Yes
S1491, 21, Female, 4.0, 4.3, 2.4, No, 84.8, 8.3, Good, 0, High School, Good, 2, No
S1492, 17, Male, 3.8, 3.1, 2.3, No, 77.3, 8.1, Good, 2, High School, Good, 6, No
S1493, 22, Female, 3.0, 3.7, 0.9, No, 67.3, 5.9, Poor, 5, Bachelor, Average, 10, No
S1494, 21, Male, 4.0, 1.7, 2.0, No, 78.1, 5.7, Fair, 3, High School, Good, 5, No
S1495, 23, Male, 3.1, 3.5, 2.2, No, 78.8, 3.4, Fair, 0, Master, Good, 7, No
S1496, 19, Female, 3.8, 1.2, 1.8, No, 86.1, 4.7, Good, 6, High School, Average, 7, No
S1497, 20, Male, 5.5, 3.6, 0.0, No, 81.5, 4.9, Fair, 1, None, Average, 5, No
S1498, 17, Female, 2.0, 2.7, 2.0, No, 91.9, 6.7, Good, 6, High School, Average, 8, No
S1499, 20, Male, 5.2, 3.2, 4.2, Yes, 78.9, 6.1, Poor, 0, Bachelor, Poor, 10, No
S1500, 23, Male, 5.5, 1.1, 1.4, No, 84.4, 4.9, Fair, 0, Bachelor, Good, 6, No
S1501, 21, Female, 3.3, 1.4, 1.0, No, 96.8, 6.2, Good, 0, Bachelor, Poor, 5, No
S1502, 21, Female, 0.3, 3.2, 2.2, No, 88.4, 7.1, Poor, 3, None, Average, 4, Yes
S1503, 24, Female, 2.6, 1.4, 2.1, Yes, 84.4, 7.1, Fair, 0, High School, Average, 7, No
S1504, 23, Female, 5.4, 3.1, 3.1, No, 79.0, 4.2, Fair, 1, Bachelor, Good, 4, No
S1505, 17, Female, 3.5, 0.9, 0.4, No, 78.7, 6.3, Fair, 3, None, Average, 5, Yes
S1506, 24, Female, 2.0, 3.5, 2.6, No, 76.5, 4.8, Good, 6, Master, Good, 5, No
S1507, 19, Female, 2.7, 1.0, 2.4, No, 79.6, 7.6, Fair, 1, None, Poor, 1, No
S1508, 24, Male, 4.8, 3.2, 1.6, No, 92.6, 7.4, Fair, 4, Bachelor, Poor, 1, Yes
S1509, 18, Female, 4.3, 3.3, 2.2, No, 82.8, 5.4, Poor, 6, High School, Average, 3, No
S1510, 17, Male, 3.1, 1.7, 2.9, Yes, 71.5, 5.6, Good, 0, Bachelor, Average, 3, Yes
S1511, 18, Other, 2.9, 3.2, 2.8, No, 100.0, 5.9, Fair, 5, High School, Average, 2, No
S1512, 23, Female, 2.9, 2.8, 0.5, No, 88.2, 3.8, Good, 5, None, Poor, 2, Yes
S1513, 22, Male, 2.1, 1.9, 2.7, Yes, 70.9, 6.9, Good, 3, High School, Good, 6, No
S1514, 18, Female, 5.9, 1.3, 1.7, No, 80.6, 6.2, Fair, 5, High School, Good, 1, Yes
S1515, 19, Female, 3.0, 0.1, 1.9, No, 86.1, 7.7, Good, 6, High School, Poor, 6, Yes
S1516, 24, Male, 5.3, 2.9, 1.9, No, 100.0, 5.2, Good, 3, Bachelor, Poor, 5, Yes
S1517, 22, Female, 5.8, 0.6, 1.6, No, 73.9, 5.8, Fair, 6, Bachelor, Good, 6, No
S1518, 24, Female, 5.0, 2.6, 3.1, No, 94.8, 4.7, Poor, 0, Bachelor, Good, 5, No
S1519, 18, Male, 2.9, 2.2, 1.7, Yes, 99.0, 5.3, Good, 2, Bachelor, Average, 7, No
S1520, 24, Female, 4.1, 3.3, 0.6, Yes, 78.7, 5.1, Good, 2, Bachelor, Good, 1, No
S1521, 23, Male, 3.5, 2.1, 1.4, No, 82.2, 7.7, Fair, 1, High School, Good, 3, No
S1522, 22, Female, 2.1, 2.1, 2.0, No, 74.6, 5.7, Fair, 0, High School, Good, 6, Yes
S1523, 23, Other, 4.0, 3.4, 3.2, No, 83.0, 6.6, Good, 5, High School, Average, 1, No
S1524, 18, Female, 1.7, 2.9, 2.5, No, 84.6, 6.0, Good, 0, Bachelor, Average, 7, Yes
S1525, 23, Male, 5.3, 2.9, 0.9, No, 91.6, 5.0, Good, 4, High School, Poor, 4, No
S1526, 19, Female, 2.8, 3.1, 4.5, No, 95.9, 6.3, Fair, 2, None, Good, 3, No
S1527, 18, Female, 3.8, 0.7, 2.1, No, 77.5, 7.2, Good, 5, Bachelor, Good, 10, No
S1528, 18, Male, 3.9, 3.4, 3.2, No, 65.3, 5.1, Fair, 6, High School, Average, 9, Yes
S1529, 18, Female, 3.1, 3.2, 1.6, No, 84.8, 7.5, Fair, 6, Master, Good, 1, No
S1530, 17, Male, 4.4, 1.3, 2.4, No, 87.9, 5.5, Good, 2, Master, Good, 8, Yes
S1531, 24, Female, 2.8, 2.2, 2.7, No, 87.5, 5.9, Good, 0, None, Good, 1, Yes
S1532, 17, Male, 4.8, 2.5, 3.1, Yes, 81.7, 7.1, Fair, 5, High School, Good, 5, Yes
S1533, 17, Male, 1.5, 2.3, 3.0, No, 86.2, 5.7, Fair, 1, High School, Good, 10, No
S1534, 19, Male, 3.7, 2.9, 2.8, No, 100.0, 6.5, Good, 6, Bachelor, Average, 8, No
S1535, 22, Female, 6.4, 4.2, 1.5, Yes, 88.8, 6.1, Fair, 0, High School, Good, 6, No
S1536, 24, Male, 2.0, 3.8, 1.2, No, 81.3, 6.7, Good, 1, Bachelor, Good, 7, Yes
S1537, 23, Female, 2.5, 0.9, 2.2, Yes, 80.0, 3.6, Good, 5, Bachelor, Average, 8, No
S1538, 21, Male, 4.3, 3.2, 2.8, No, 83.3, 4.3, Poor, 2, High School, Poor, 6, No
S1539, 18, Male, 3.8, 4.1, 1.6, No, 100.0, 7.2, Good, 4, None, Good, 6, Yes
S1540, 23, Female, 4.0, 3.0, 3.0, No, 83.2, 7.7, Good, 3, Bachelor, Average, 6, Yes
S1541, 18, Female, 4.2, 3.8, 3.4, Yes, 84.8, 5.4, Good, 2, High School, Good, 5, No
S1542, 19, Male, 4.5, 4.9, 0.8, No, 80.2, 6.2, Good, 1, Bachelor, Poor, 8, No
S1543, 18, Female, 5.2, 3.7, 0.9, No, 96.0, 6.9, Good, 0, High School, Poor, 2, No
S1544, 17, Female, 4.1, 2.8, 1.6, No, 100.0, 7.3, Poor, 6, Bachelor, Average, 7, No
S1545, 24, Female, 3.1, 3.8, 2.1, No, 89.5, 4.1, Fair, 5, Master, Average, 4, Yes
S1546, 21, Male, 4.5, 2.7, 1.2, Yes, 85.8, 5.4, Good, 2, Master, Good, 1, Yes
S1547, 20, Male, 6.3, 2.5, 3.3, No, 85.4, 6.1, Fair, 6, High School, Good, 5, No
S1548, 18, Female, 3.3, 2.1, 2.3, No, 61.2, 7.3, Poor, 6, High School, Poor, 3, No
S1549, 23, Male, 2.0, 4.4, 1.8, No, 92.5, 9.5, Good, 4, Bachelor, Average, 4, No
S1550, 17, Female, 5.2, 1.5, 0.2, Yes, 86.3, 6.2, Good, 5, High School, Average, 7, No
S1551, 20, Female, 3.3, 4.3, 0.4, Yes, 89.3, 4.8, Poor, 1, High School, Average, 5, No
S1552, 21, Female, 0.2, 3.1, 2.1, Yes, 77.9, 7.0, Good, 5, Master, Good, 4, Yes
S1553, 20, Female, 4.8, 0.8, 0.0, No, 81.2, 8.1, Good, 5, High School, Average, 1, No
S1554, 17, Other, 2.7, 2.9, 2.9, No, 80.9, 6.6, Fair, 0, None, Poor, 6, No
S1555, 24, Male, 3.4, 0.0, 1.6, No, 95.2, 5.4, Good, 3, None, Average, 10, Yes
S1556, 24, Female, 4.0, 3.3, 5.4, No, 81.2, 7.6, Fair, 6, Bachelor, Poor, 6, No
S1557, 22, Male, 3.8, 3.6, 4.3, No, 100.0, 7.3, Poor, 1, Bachelor, Poor, 7, Yes
S1558, 24, Male, 4.6, 1.8, 1.6, No, 89.3, 5.3, Fair, 0, High School, Average, 1, Yes
S1559, 22, Female, 2.8, 2.6, 1.7, No, 72.2, 7.0, Fair, 6, High School, Good, 4, No
S1560, 20, Female, 4.3, 4.8, 2.9, Yes, 83.7, 7.7, Fair, 3, High School, Good, 9, No
S1561, 19, Other, 3.1, 1.9, 3.7, No, 78.5, 7.9, Good, 0, Bachelor, Good, 10, Yes
S1562, 23, Female, 4.6, 1.2, 0.0, No, 63.1, 6.4, Good, 3, None, Average, 6, No
S1563, 23, Male, 4.4, 4.3, 0.0, Yes, 100.0, 6.1, Fair, 3, Master, Average, 2, No
S1564, 20, Male, 2.1, 4.9, 1.1, No, 92.0, 8.0, Good, 3, High School, Average, 4, No
S1565, 18, Female, 5.1, 2.5, 2.4, No, 90.3, 5.0, Poor, 0, Master, Good, 6, No
S1566, 18, Male, 2.7, 3.7, 2.3, No, 86.7, 7.0, Poor, 5, High School, Good, 4, Yes
S1567, 24, Male, 4.7, 4.1, 3.0, No, 71.2, 4.9, Good, 3, Bachelor, Poor, 10, Yes
S1568, 23, Male, 4.1, 1.6, 0.5, No, 80.2, 7.8, Poor, 5, High School, Poor, 7, Yes
S1569, 23, Male, 6.3, 1.9, 0.0, No, 93.4, 6.2, Fair, 6, None, Good, 3, Yes
S1570, 22, Male, 3.2, 4.0, 2.7, No, 74.5, 8.0, Good, 6, Master, Good, 6, Yes
S1571, 19, Male, 3.0, 4.5, 0.9, No, 59.7, 7.1, Fair, 1, Master, Good, 4, Yes
S1572, 17, Male, 3.5, 3.2, 0.0, No, 82.7, 5.0, Good, 4, High School, Good, 3, No
S1573, 18, Male, 3.0, 1.4, 2.0, No, 83.6, 8.2, Fair, 5, Bachelor, Good, 3, No
S1574, 23, Other, 4.7, 4.9, 2.7, No, 86.4, 8.4, Poor, 6, Bachelor, Average, 2, No
S1575, 22, Male, 1.1, 1.9, 1.7, No, 92.3, 7.6, Fair, 4, Master, Good, 3, Yes
S1576, 21, Male, 1.9, 2.1, 1.3, No, 91.4, 5.6, Fair, 3, High School, Good, 10, No
S1577, 22, Female, 1.9, 2.9, 1.6, Yes, 87.6, 6.1, Fair, 4, Bachelor, Good, 1, Yes
S1578, 18, Male, 4.9, 4.4, 1.4, Yes, 97.0, 6.7, Fair, 4, High School, Average, 3, No
S1579, 18, Female, 6.1, 3.5, 0.3, Yes, 69.8, 5.7, Good, 3, High School, Average, 9, Yes
S1580, 22, Female, 3.3, 3.0, 1.0, No, 90.0, 8.5, Good, 5, Master, Average, 4, No
S1581, 17, Male, 3.2, 3.1, 2.4, No, 91.3, 6.7, Fair, 3, High School, Average, 3, No
S1582, 20, Male, 3.6, 2.6, 2.2, No, 72.6, 3.3, Fair, 1, High School, Good, 8, No
S1583, 18, Female, 5.2, 3.2, 2.0, No, 70.0, 6.9, Fair, 2, Bachelor, Poor, 1, Yes
S1584, 22, Female, 2.1, 0.0, 0.7, No, 77.5, 6.1, Good, 0, Bachelor, Average, 5, No
S1585, 23, Male, 3.9, 2.1, 1.6, No, 78.4, 6.4, Good, 3, High School, Good, 1, No
S1586, 22, Female, 5.0, 2.8, 0.0, Yes, 92.5, 6.1, Fair, 3, High School, Poor, 7, Yes
S1587, 19, Male, 4.3, 1.1, 2.0, No, 78.9, 7.5, Good, 4, Master, Average, 5, No
S1588, 20, Other, 3.8, 3.0, 3.4, No, 76.4, 7.8, Fair, 1, High School, Average, 2, No
S1589, 21, Male, 5.0, 2.3, 0.2, No, 78.9, 6.8, Poor, 6, Bachelor, Good, 1, No
S1590, 17, Female, 0.0, 4.6, 1.2, No, 96.2, 6.1, Poor, 6, Bachelor, Average, 7, No
S1591, 24, Female, 4.5, 4.4, 2.2, No, 85.1, 6.5, Fair, 4, High School, Good, 1, No
S1592, 21, Female, 2.5, 1.9, 3.2, Yes, 83.2, 6.5, Fair, 5, Master, Average, 3, No
S1593, 20, Female, 0.8, 2.3, 1.3, Yes, 83.9, 5.5, Poor, 3, Bachelor, Good, 6, No
S1594, 20, Male, 4.3, 2.4, 1.0, Yes, 97.9, 7.2, Good, 3, High School, Average, 6, No
S1595, 20, Male, 5.6, 2.0, 0.0, No, 77.5, 7.1, Fair, 4, Bachelor, Average, 7, No
S1596, 21, Male, 3.3, 2.7, 1.9, No, 98.2, 8.3, Fair, 3, Bachelor, Poor, 1, No
S1597, 23, Male, 4.9, 1.6, 4.0, No, 87.1, 8.0, Fair, 5, Bachelor, Poor, 7, No
S1598, 20, Female, 5.9, 1.1, 2.1, Yes, 83.4, 5.7, Poor, 2, Master, Average, 2, Yes
S1599, 22, Male, 5.5, 3.2, 1.8, No, 100.0, 7.5, Fair, 0, High School, Poor, 6, No
S1600, 21, Male, 6.0, 3.3, 2.2, No, 74.4, 5.4, Fair, 0, High School, Average, 8, Yes
S1601, 24, Other, 4.6, 1.5, 1.8, No, 81.5, 7.3, Fair, 0, High School, Good, 5, Yes
S1602, 20, Female, 3.6, 3.6, 0.9, No, 72.7, 5.9, Poor, 2, None, Average, 10, Yes
S1603, 22, Female, 1.1, 1.7, 2.7, No, 94.5, 5.3, Fair, 3, None, Average, 3, No
S1604, 23, Other, 3.1, 2.8, 2.0, No, 100.0, 6.8, Poor, 4, Master, Good, 8, Yes
S1605, 19, Male, 2.2, 3.5, 1.8, No, 100.0, 3.3, Good, 6, Bachelor, Good, 8, No
S1606, 23, Male, 6.8, 2.5, 0.7, No, 97.2, 4.4, Good, 1, Bachelor, Poor, 4, No
S1607, 24, Female, 3.2, 3.0, 3.2, No, 83.0, 6.3, Poor, 3, Bachelor, Average, 8, Yes
S1608, 20, Female, 3.7, 1.9, 2.5, No, 81.3, 6.6, Fair, 2, Bachelor, Good, 5, Yes
S1609, 24, Male, 4.3, 2.3, 1.2, No, 68.3, 6.1, Poor, 5, High School, Poor, 5, No
S1610, 21, Female, 3.6, 2.3, 2.9, No, 100.0, 4.6, Fair, 2, Master, Good, 3, No
S1611, 18, Male, 6.0, 1.6, 1.3, No, 89.7, 5.5, Fair, 6, High School, Poor, 7, No
S1612, 20, Male, 2.6, 2.3, 0.9, No, 80.1, 7.0, Fair, 0, Master, Good, 9, No
S1613, 18, Female, 3.8, 0.6, 1.0, No, 98.3, 7.2, Fair, 3, Bachelor, Average, 9, No
S1614, 22, Female, 2.4, 1.9, 0.0, No, 75.3, 6.5, Good, 6, High School, Good, 1, No
S1615, 19, Female, 1.5, 2.2, 2.3, No, 89.1, 7.9, Fair, 0, Bachelor, Average, 1, No
S1616, 17, Male, 2.6, 2.2, 0.0, No, 83.3, 7.0, Fair, 1, Bachelor, Good, 10, No
S1617, 24, Female, 3.4, 2.2, 0.4, No, 91.4, 5.6, Fair, 5, High School, Poor, 5, No
S1618, 23, Male, 2.9, 2.4, 0.0, No, 84.4, 6.2, Good, 0, Bachelor, Average, 1, Yes
S1619, 19, Male, 2.5, 3.1, 1.7, No, 70.5, 4.8, Good, 1, High School, Good, 4, No
S1620, 20, Female, 1.4, 3.5, 1.6, No, 85.8, 6.4, Fair, 2, None, Average, 1, No
S1621, 18, Female, 3.4, 1.7, 1.4, No, 95.5, 7.8, Good, 0, Master, Good, 2, No
S1622, 23, Female, 1.2, 1.1, 0.7, No, 84.7, 7.3, Fair, 0, Bachelor, Average, 2, Yes
S1623, 18, Female, 4.6, 1.2, 0.5, No, 92.8, 8.2, Good, 4, Master, Good, 4, No
S1624, 21, Female, 3.6, 1.9, 2.3, No, 74.5, 6.1, Good, 5, Bachelor, Average, 8, Yes
S1625, 18, Female, 1.3, 2.1, 1.2, No, 84.7, 8.1, Poor, 5, High School, Good, 2, Yes
S1626, 21, Male, 3.0, 1.6, 2.1, No, 78.8, 6.3, Good, 6, Bachelor, Good, 9, Yes
S1627, 22, Male, 2.4, 0.9, 0.8, No, 92.5, 8.3, Fair, 2, Bachelor, Average, 9, No
S1628, 23, Male, 4.0, 2.0, 2.0, No, 85.3, 6.5, Fair, 4, Master, Good, 2, Yes
S1629, 23, Male, 5.5, 2.7, 3.2, Yes, 91.9, 7.3, Fair, 6, High School, Good, 1, No
S1630, 17, Female, 0.7, 3.2, 2.4, No, 95.9, 8.3, Good, 1, Master, Average, 10, Yes
S1631, 20, Female, 3.7, 1.8, 1.3, No, 91.9, 6.3, Fair, 6, Master, Good, 10, No
S1632, 21, Male, 3.3, 2.0, 2.1, No, 87.7, 6.8, Poor, 1, Bachelor, Poor, 9, Yes
S1633, 17, Male, 4.5, 1.4, 1.5, No, 75.0, 8.0, Good, 2, Master, Good, 2, Yes
S1634, 18, Female, 3.8, 2.5, 1.8, No, 85.0, 6.3, Poor, 5, High School, Average, 8, No
S1635, 18, Male, 2.4, 1.5, 1.4, No, 79.7, 4.9, Poor, 1, Master, Poor, 3, No
S1636, 17, Female, 3.0, 3.2, 1.6, No, 81.6, 9.1, Fair, 2, Bachelor, Average, 1, Yes
S1637, 23, Female, 2.3, 0.4, 2.0, No, 81.3, 5.9, Fair, 6, None, Good, 1, Yes
S1638, 18, Female, 5.1, 2.1, 0.7, Yes, 75.2, 6.7, Fair, 1, Master, Good, 10, Yes
S1639, 24, Female, 3.5, 2.9, 0.7, No, 65.4, 7.9, Poor, 3, High School, Good, 2, No
S1640, 22, Female, 6.4, 2.7, 0.3, Yes, 78.3, 5.8, Good, 0, High School, Average, 7, No
S1641, 22, Male, 3.4, 5.7, 0.0, No, 86.9, 5.3, Good, 6, Bachelor, Poor, 6, No
S1642, 24, Female, 2.4, 2.9, 0.5, No, 71.5, 6.8, Fair, 5, High School, Good, 2, Yes
S1643, 17, Female, 1.2, 1.3, 2.0, No, 85.2, 4.3, Fair, 6, High School, Good, 4, No
S1644, 24, Male, 0.8, 2.4, 0.8, No, 100.0, 6.2, Fair, 3, Bachelor, Average, 2, Yes
S1645, 21, Female, 1.1, 0.4, 2.4, Yes, 95.2, 6.8, Good, 2, None, Average, 1, Yes
S1646, 21, Female, 3.9, 2.4, 1.8, No, 100.0, 6.2, Poor, 2, High School, Average, 3, No
S1647, 17, Female, 4.3, 1.5, 0.0, No, 88.9, 4.6, Poor, 6, None, Average, 4, No
S1648, 24, Female, 1.1, 3.6, 2.5, No, 96.7, 8.4, Good, 3, High School, Good, 10, Yes
S1649, 21, Female, 4.8, 1.8, 2.7, No, 77.8, 6.6, Fair, 6, Bachelor, Average, 5, No
S1650, 23, Female, 2.8, 2.4, 0.7, No, 78.6, 8.2, Fair, 0, Bachelor, Good, 5, No
S1651, 24, Female, 3.7, 1.7, 2.3, Yes, 57.6, 6.2, Good, 0, Master, Average, 7, No
S1652, 23, Female, 5.9, 4.6, 0.9, No, 96.9, 5.4, Good, 4, Bachelor, Average, 10, No
S1653, 21, Female, 4.8, 2.1, 1.9, No, 100.0, 6.8, Fair, 1, High School, Good, 8, No
S1654, 22, Female, 3.1, 4.7, 0.4, No, 79.5, 6.2, Good, 4, Master, Good, 9, No
S1655, 21, Female, 2.2, 3.5, 0.0, No, 82.5, 5.1, Poor, 0, Bachelor, Average, 7, No
S1656, 23, Male, 0.3, 3.1, 1.4, Yes, 77.5, 8.3, Good, 3, Bachelor, Good, 5, No
S1657, 19, Female, 2.4, 2.9, 1.7, No, 88.8, 5.8, Fair, 1, Bachelor, Average, 9, Yes
S1658, 20, Female, 3.2, 3.0, 1.4, Yes, 96.2, 4.3, Good, 3, Master, Good, 8, No
S1659, 18, Male, 2.0, 0.2, 0.5, No, 67.6, 8.1, Good, 4, Bachelor, Average, 10, Yes
S1660, 24, Female, 3.3, 2.2, 1.4, No, 89.1, 5.9, Good, 2, High School, Good, 9, Yes
S1661, 19, Male, 3.6, 3.5, 2.1, No, 82.2, 5.8, Good, 3, Bachelor, Poor, 10, No
S1662, 21, Male, 3.2, 2.4, 1.8, No, 86.1, 4.4, Fair, 4, None, Average, 8, Yes
S1663, 22, Female, 2.5, 0.8, 2.0, No, 89.6, 8.6, Fair, 4, High School, Good, 6, No
S1664, 17, Male, 3.8, 2.4, 1.1, No, 83.1, 5.0, Fair, 4, High School, Good, 4, No
S1665, 21, Female, 4.2, 4.5, 3.1, No, 84.0, 6.6, Good, 2, High School, Average, 9, No
S1666, 22, Female, 1.9, 4.0, 0.5, Yes, 82.9, 7.6, Good, 2, None, Average, 9, Yes
S1667, 20, Female, 5.6, 2.4, 2.3, No, 94.7, 7.0, Fair, 6, High School, Average, 10, Yes
S1668, 21, Male, 3.4, 3.6, 3.1, No, 89.2, 6.4, Good, 2, Bachelor, Good, 10, No
S1669, 23, Male, 3.5, 2.1, 2.3, No, 87.2, 4.5, Good, 1, Bachelor, Good, 9, No
S1670, 17, Female, 4.6, 0.5, 1.6, No, 72.3, 5.5, Good, 2, Master, Good, 10, Yes
S1671, 22, Other, 3.8, 1.4, 1.2, No, 81.2, 6.7, Good, 2, High School, Average, 3, Yes
S1672, 22, Female, 4.9, 4.4, 2.9, No, 94.0, 5.6, Fair, 2, Bachelor, Good, 3, No
S1673, 22, Male, 3.9, 2.2, 0.2, No, 85.4, 6.7, Poor, 3, Master, Average, 6, Yes
S1674, 20, Female, 2.6, 2.2, 0.7, No, 91.6, 7.3, Poor, 2, High School, Poor, 6, No
S1675, 21, Female, 4.0, 2.1, 1.4, No, 100.0, 7.7, Fair, 1, Bachelor, Good, 6, No
S1676, 20, Female, 1.8, 4.8, 3.2, No, 95.4, 5.0, Good, 4, Bachelor, Good, 5, No
S1677, 24, Male, 3.7, 4.5, 2.2, No, 85.9, 9.1, Good, 3, None, Good, 5, No
S1678, 18, Female, 3.5, 5.2, 0.7, Yes, 79.9, 7.4, Good, 0, Master, Good, 2, Yes
S1679, 18, Female, 3.2, 2.3, 1.5, No, 59.5, 6.5, Good, 2, Bachelor, Good, 7, No
S1680, 24, Other, 3.3, 2.9, 1.1, No, 83.3, 7.8, Poor, 6, None, Good, 4, No
S1681, 21, Male, 0.7, 0.7, 1.0, No, 81.7, 9.3, Poor, 6, None, Average, 3, No
S1682, 23, Female, 2.7, 4.3, 2.9, No, 88.9, 4.8, Poor, 4, None, Average, 8, No
S1683, 20, Female, 3.6, 1.1, 0.3, Yes, 83.5, 6.2, Fair, 4, High School, Good, 4, No
S1684, 17, Male, 3.7, 2.8, 3.6, No, 81.8, 3.6, Fair, 3, Bachelor, Good, 4, Yes
S1685, 22, Female, 2.0, 1.2, 2.7, No, 67.2, 6.7, Poor, 6, Bachelor, Average, 8, No
S1686, 22, Female, 5.4, 1.8, 3.0, Yes, 75.6, 6.9, Fair, 0, High School, Average, 1, No
S1687, 21, Male, 2.2, 1.5, 1.3, Yes, 89.8, 6.5, Poor, 5, Master, Average, 9, No
S1688, 23, Male, 5.0, 1.8, 1.6, No, 100.0, 5.7, Good, 6, High School, Poor, 7, No
S1689, 18, Female, 4.1, 1.9, 0.2, No, 84.0, 4.0, Fair, 6, None, Good, 2, No
S1690, 18, Male, 2.5, 1.8, 1.2, Yes, 88.3, 6.9, Fair, 1, High School, Average, 6, No
S1691, 22, Female, 6.2, 3.5, 2.3, No, 94.5, 8.2, Fair, 5, Bachelor, Good, 8, No
S1692, 21, Male, 1.7, 1.2, 3.2, No, 76.9, 5.8, Good, 4, High School, Average, 5, Yes
S1693, 20, Female, 4.9, 2.8, 0.6, No, 88.7, 7.0, Fair, 5, High School, Average, 6, No
S1694, 18, Male, 5.0, 4.0, 1.4, No, 77.6, 4.6, Fair, 6, High School, Poor, 10, No
S1695, 20, Female, 2.5, 1.9, 1.6, No, 93.6, 7.0, Good, 4, Bachelor, Good, 8, No
S1696, 23, Other, 5.6, 1.6, 0.3, No, 86.5, 6.0, Fair, 5, Master, Good, 6, No
S1697, 18, Other, 3.1, 2.2, 2.5, No, 88.0, 5.6, Good, 4, High School, Good, 9, No
S1698, 18, Female, 3.9, 3.9, 1.0, No, 77.2, 5.6, Fair, 4, High School, Poor, 9, No
S1699, 19, Male, 3.9, 2.7, 1.6, No, 92.1, 6.0, Fair, 3, Bachelor, Average, 9, No
S1700, 18, Female, 3.3, 1.9, 1.3, No, 100.0, 7.0, Poor, 0, Bachelor, Poor, 6, Yes
S1701, 24, Male, 4.7, 3.1, 0.9, No, 74.9, 4.9, Good, 4, High School, Average, 9, Yes
S1702, 17, Male, 4.7, 1.2, 1.8, No, 81.6, 6.0, Fair, 1, Master, Good, 3, No
S1703, 24, Male, 0.9, 3.3, 1.6, Yes, 87.3, 6.5, Poor, 6, Bachelor, Good, 5, No
S1704, 21, Female, 5.5, 3.0, 1.4, No, 92.9, 5.2, Fair, 6, High School, Good, 2, Yes
S1705, 21, Female, 1.0, 2.1, 1.0, No, 79.4, 8.7, Fair, 1, Bachelor, Average, 8, Yes
S1706, 20, Female, 5.0, 1.5, 2.2, No, 56.7, 5.5, Poor, 2, Master, Average, 4, No
S1707, 24, Male, 5.2, 1.4, 3.6, No, 98.6, 5.7, Good, 4, Bachelor, Average, 6, No
S1708, 24, Male, 1.9, 3.1, 2.0, No, 92.6, 5.3, Good, 4, None, Poor, 6, No
S1709, 24, Other, 2.9, 4.0, 2.9, No, 67.6, 8.7, Poor, 4, High School, Good, 5, Yes
S1710, 23, Male, 1.8, 1.7, 0.3, No, 78.9, 7.2, Fair, 5, High School, Good, 1, No
S1711, 18, Male, 3.2, 3.1, 2.0, No, 100.0, 5.4, Good, 4, High School, Average, 7, No
S1712, 17, Male, 3.0, 0.0, 0.6, Yes, 99.5, 7.8, Fair, 4, Bachelor, Average, 10, No
S1713, 20, Female, 4.7, 1.8, 0.2, Yes, 94.4, 6.7, Fair, 1, Bachelor, Good, 8, No
S1714, 24, Female, 5.5, 2.5, 1.0, No, 83.2, 6.8, Fair, 0, Bachelor, Good, 1, Yes
S1715, 24, Male, 5.6, 1.4, 3.1, No, 85.8, 6.1, Good, 0, Master, Good, 10, No
S1716, 19, Male, 2.7, 1.4, 2.8, No, 83.7, 5.6, Good, 2, High School, Average, 7, Yes
S1717, 20, Female, 3.2, 1.7, 2.1, Yes, 96.3, 6.9, Good, 1, Master, Average, 4, Yes
S1718, 24, Female, 1.0, 2.9, 0.1, No, 76.2, 5.8, Poor, 4, Bachelor, Good, 6, No
S1719, 20, Male, 2.3, 2.3, 1.6, Yes, 76.9, 8.7, Fair, 0, High School, Good, 9, No
S1720, 18, Female, 4.9, 0.0, 2.1, Yes, 95.1, 5.0, Good, 3, Bachelor, Average, 5, No
S1721, 19, Male, 5.9, 0.0, 2.0, Yes, 84.6, 8.3, Poor, 3, High School, Good, 8, No
S1722, 20, Male, 1.6, 1.8, 0.0, No, 98.8, 6.4, Good, 3, Bachelor, Good, 5, No
S1723, 17, Female, 2.6, 3.0, 0.8, No, 78.3, 6.9, Good, 4, Bachelor, Average, 2, No
S1724, 17, Male, 3.5, 0.0, 1.7, No, 84.5, 7.5, Poor, 4, High School, Average, 4, Yes
S1725, 21, Female, 3.9, 1.9, 2.4, No, 75.8, 5.7, Good, 2, Bachelor, Average, 2, No
S1726, 19, Male, 2.3, 1.9, 0.0, Yes, 85.1, 7.5, Fair, 6, Bachelor, Poor, 7, Yes
S1727, 19, Male, 4.1, 4.2, 1.6, No, 70.2, 3.3, Good, 2, High School, Good, 7, No
S1728, 21, Other, 2.8, 2.0, 2.0, No, 80.1, 5.6, Fair, 2, None, Average, 3, Yes
S1729, 20, Male, 3.5, 3.0, 2.7, No, 70.6, 5.4, Fair, 5, High School, Good, 7, No
S1730, 19, Female, 4.3, 2.7, 2.6, Yes, 91.9, 5.0, Good, 3, Bachelor, Good, 1, No
